Stock Code,Product Name,Wholesale Price,Retail Price,Profit,Image URL,Image Preview,Category,Form,Count,Description,Ingredients,Benefits,Directions,Warnings,PN SKU
C179,Kids Multi Plus Powder 114g *,$28.00,$56.00,$28.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C179-composite_squared.png,,Children's Health,Powder,Powder,"Professional grade Kids Multi Plus Powder supplement for children's health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Kids Multi Plus Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports children's health and overall wellness. Kids Multi Plus Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-KIDSMULT
B996,Kids Multi Vite 120s *,$20.00,$40.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B996-original_squared.png,,Children's Health,Capsules,Capsules,"Professional grade Kids Multi Vite supplement for children's health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Kids Multi Vite contains premium quality ingredients sourced for maximum potency and purity.,Supports children's health and overall wellness. Kids Multi Vite is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-KIDSMULT
B901,Kids Probiotic Plus Berry 30s,$21.60,$36.00,$14.40,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B901-composite_squared.png,,"Chewables, Children's Health, Digestive Support, Probiotics Related, Vegetarian Product",Chewable Tablets,30 Chewable Tablets,This probiotic formula is designed to be shelf stable and to survive stomach acid. This formula provides 5 billion CFU per serving through the expiration date when stored at room temperature.,Probiotic strains (5 billion CFU),Shelf stable probiotic formula designed to survive stomach acid. Supports digestive health in children.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",B901PN
B902,Kids Probiotic Plus Strawberry Banana 30s,$21.60,$36.00,$14.40,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B902-composite_squared.png,,"Chewables, Children's Health, Digestive Support, Probiotics Related, Vegetarian Product",Chewable Tablets,30 Chewable Tablets,This probiotic formula is designed to be shelf stable and to survive stomach acid. This formula provides 5 billion CFU per serving through the expiration date when stored at room temperature.,Probiotic strains (5 billion CFU),Shelf stable probiotic formula designed to survive stomach acid. Supports digestive health in children.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",B902PN
C186,Limonene Reflux Rescue 1000mg 30s,$12.00,$24.00,$12.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C186-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Limonene Reflux Rescue supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Limonene Reflux Rescue contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Limonene Reflux Rescue is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-LIMONENE
D238,Lipase 60s,$17.00,$38.00,$21.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/D238-original_squared.png,,Supplements,Capsules,Capsules,"Professional grade Lipase supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Lipase contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Lipase is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-LIPASE
E217,Liposomal Vitamin C 5oz *,$26.00,$45.00,$19.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/E217-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Liposomal Vitamin C supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Liposomal Vitamin C contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Liposomal Vitamin C is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-LIPOSOMA
C185,Lithium Orotate 5mg 120s,$15.00,$30.00,$15.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C185-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Lithium Orotate supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Lithium Orotate contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Lithium Orotate is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-LITHIUMO
C337,Lithium Plus 55g *,$17.50,$35.00,$17.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C337-original_squared.png,,Supplements,Powder,Powder,"Professional grade Lithium Plus Powder supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Lithium Plus Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Lithium Plus Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-LITHIUMP
C244,Liver Support 60s *,$16.00,$35.00,$19.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C244-composite_squared.png,,Liver Support,Capsules,Capsules,"Professional grade Liver Support supplement for liver support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Liver Support contains premium quality ingredients sourced for maximum potency and purity.,Supports liver support and overall wellness. Liver Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-LIVERSUP
B264,Magnesium Capsules 120s*,$15.00,$32.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B264-original_squared.png,,Minerals,Capsules,Capsules,"Professional grade Magnesium Capsules (Ultra High Absorption) supplement for minerals support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Magnesium Capsules (Ultra High Absorption) contains premium quality ingredients sourced for maximum potency and purity.,Supports minerals and overall wellness. Magnesium Capsules (Ultra High Absorption) is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MAGNESIU
E200,Magnesium Cream 3oz *,$22.00,$36.00,$14.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/E200-composite_squared.png,,Minerals,Topical Cream,Topical Cream,"Professional grade Magnesium Cream supplement for minerals support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Magnesium Cream contains premium quality ingredients sourced for maximum potency and purity.,Supports minerals and overall wellness. Magnesium Cream is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MAGNESIU
C294,Magnesium Powder 100g *,$15.00,$32.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C294-original_squared.png,,Minerals,Powder,Powder,"Professional grade Magnesium Powder supplement for minerals support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Magnesium Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports minerals and overall wellness. Magnesium Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MAGNESIU
F327,Magnesium Powder 260g *,$23.00,$52.00,$29.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/F327-composite_squared.png,,Minerals,Powder,Powder,"Professional grade Magnesium Powder supplement for minerals support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Magnesium Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports minerals and overall wellness. Magnesium Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MAGNESIU
D322,Melatonin 20mg 60s *,$12.00,$24.00,$12.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/D322-composite_squared.png,,Mood Support,Capsules,Capsules,"Professional grade Melatonin 20mg supplement for mood support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Melatonin 20mg contains premium quality ingredients sourced for maximum potency and purity.,Supports mood support and overall wellness. Melatonin 20mg is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MELATONI
D8689,Melatonin 3mg 90s *,$10.00,$20.00,$10.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/D8689-composite_squared.png,,Mood Support,Capsules,Capsules,"Professional grade Melatonin 3mg supplement for mood support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Melatonin 3mg contains premium quality ingredients sourced for maximum potency and purity.,Supports mood support and overall wellness. Melatonin 3mg is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MELATONI
C187,Memory Support 60s,$20.00,$40.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C187-composite_squared.png,,Cognitive Support,Capsules,Capsules,"Professional grade Memory Support supplement for cognitive support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Memory Support contains premium quality ingredients sourced for maximum potency and purity.,Supports cognitive support and overall wellness. Memory Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MEMORYSU
B336,Meno Support 120s*,$24.00,$48.00,$24.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B336-original_squared.png,,Women's Health,Capsules,Capsules,"Professional grade Meno Support supplement for women's health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Meno Support contains premium quality ingredients sourced for maximum potency and purity.,Supports women's health and overall wellness. Meno Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MENOSUPP
C388,Men's Complete 60s,$32.00,$58.00,$26.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C388-composite_squared.png,,Men's Health,Capsules,Capsules,"Professional grade Men's Complete supplement for men's health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Men's Complete contains premium quality ingredients sourced for maximum potency and purity.,Supports men's health and overall wellness. Men's Complete is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MENSCOMP
B324,Metaba-Boost 120s *,$21.00,$46.00,$25.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B324-original_squared.png,,Supplements,Capsules,Capsules,"Professional grade Metaba-Boost supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Metaba-Boost contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Metaba-Boost is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-METABABO
E199,Methyl B12 3oz *,$24.00,$38.00,$14.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/E199-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Methyl B12 supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Methyl B12 contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Methyl B12 is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-METHYLB1
C245,Methyl Folate 60s *,$28.00,$62.00,$34.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C245-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Methyl Folate supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Methyl Folate contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Methyl Folate is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-METHYLFO
C250,Methylation Essentials 120s *,$22.00,$50.00,$28.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C250-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Methylation Essentials supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Methylation Essentials contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Methylation Essentials is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-METHYLAT
B728,Milk Thistle 120s,$20.00,$40.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B728-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Milk Thistle supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Milk Thistle contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Milk Thistle is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MILKTHIS
B251,Mineral Capsules 120s *,$17.00,$36.00,$19.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B251-original_squared.png,,Minerals,Capsules,Capsules,"Professional grade Mineral Capsules supplement for minerals support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Mineral Capsules contains premium quality ingredients sourced for maximum potency and purity.,Supports minerals and overall wellness. Mineral Capsules is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MINERALC
A239,Mineral Capsules 240s *,$29.00,$63.00,$34.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/A239-composite_squared.png,,Minerals,Capsules,Capsules,"Professional grade Mineral Capsules supplement for minerals support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Mineral Capsules contains premium quality ingredients sourced for maximum potency and purity.,Supports minerals and overall wellness. Mineral Capsules is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MINERALC
B295,Mineral Powder 180g *,$22.00,$50.00,$28.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B295-original_squared.png,,Minerals,Powder,Powder,"Professional grade Mineral Powder (Ultra High Absorption) supplement for minerals support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Mineral Powder (Ultra High Absorption) contains premium quality ingredients sourced for maximum potency and purity.,Supports minerals and overall wellness. Mineral Powder (Ultra High Absorption) is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MINERALP
C190,Mitochondrial Support 55g,$27.00,$54.00,$27.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C190-composite_squared.png,,Energy Support,Capsules,Capsules,"Professional grade Mitochondrial Support supplement for energy support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Mitochondrial Support contains premium quality ingredients sourced for maximum potency and purity.,Supports energy support and overall wellness. Mitochondrial Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MITOCHON
B276,Mood Elevate 90s *,$24.00,$52.00,$28.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B276-composite_squared.png,,Mood Support,Capsules,Capsules,"Professional grade Mood Elevate supplement for mood support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Mood Elevate contains premium quality ingredients sourced for maximum potency and purity.,Supports mood support and overall wellness. Mood Elevate is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MOODELEV
C881,Mood Relief 60s,$17.00,$34.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C881-composite_squared.png,,Mood Support,Capsules,Capsules,"Professional grade Mood Relief supplement for mood support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Mood Relief contains premium quality ingredients sourced for maximum potency and purity.,Supports mood support and overall wellness. Mood Relief is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MOODRELI
B256,Move Ezz Capsules 120s *,$15.00,$33.00,$18.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B256-original_squared.png,,Supplements,,,,,,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",
C308,Move Ezz Powder 142g *,$16.00,$35.00,$19.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C308-composite_squared.png,,Joint Health,Powder,Powder,"Professional grade Move Ezz Powder supplement for joint health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Move Ezz Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports joint health and overall wellness. Move Ezz Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MOVEEZZP
B339,Multi Mag 120s *,$15.50,$33.00,$17.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B339-original_squared.png,,Supplements,Capsules,Capsules,"Professional grade Multi Mag supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Multi Mag contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Multi Mag is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MULTIMAG
C920,Mushroom Complex 60s *,$20.00,$40.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C920-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Mushroom Complex supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Mushroom Complex contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Mushroom Complex is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-MUSHROOM
C286,NAC 90s *,$15.50,$34.00,$18.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C286-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade NAC supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. NAC contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. NAC is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-NAC135
F180,Nitric Supreme 385g,$50.00,$80.00,$30.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/F180-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Nitric Supreme supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Nitric Supreme contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Nitric Supreme is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-NITRICSU
C296,Olive Leaf 90s,$14.00,$31.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C296-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Olive Leaf supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Olive Leaf contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Olive Leaf is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-OLIVELEA
B223,Omega 3DS 60s,$15.00,$34.00,$19.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B223-composite_squared.png,,Heart Health,Capsules,Capsules,"Professional grade Omega 3DS supplement for heart health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Omega 3DS contains premium quality ingredients sourced for maximum potency and purity.,Supports heart health and overall wellness. Omega 3DS is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-OMEGA3DS
B228,Omega 3TS 120s,$35.00,$68.00,$33.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B228-original_squared.png,,Heart Health,Capsules,Capsules,"Professional grade Omega 3TS supplement for heart health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Omega 3TS contains premium quality ingredients sourced for maximum potency and purity.,Supports heart health and overall wellness. Omega 3TS is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-OMEGA3TS
